,year,month,rainy_days,total_rainfall,max_daily_rainfall,mean_rh,min_daily_temp,max_daily_temp,mean_sunshine_hrs,extr_max_temp,extr_min_temp
328,2009,5,17,198.6,41.3,83.0,25.3,32.2,6.6,33.6,21.8
329,2009,6,8,21.8,5.8,79.8,26.2,32.6,7.0,33.7,24.0
330,2009,7,16,161.0,24.4,80.8,25.3,31.7,6.2,33.1,22.1
331,2009,8,12,177.8,35.5,80.7,25.6,31.7,6.5,33.5,22.6
332,2009,9,13,109.6,63.0,82.0,25.5,31.7,5.6,33.0,23.1
333,2009,10,15,133.4,38.4,82.8,25.2,32.1,5.4,33.9,23.4
334,2009,11,23,281.8,61.4,85.6,24.8,31.5,4.7,34.1,23.5
335,2009,12,18,189.8,42.6,86.3,24.6,30.7,4.7,32.6,23.2
336,2010,1,10,69.5,24.5,82.1,24.4,31.2,7.1,32.3,21.8
337,2010,2,4,6.3,2.9,77.3,25.5,33.5,8.8,35.2,23.8
338,2010,3,11,238.0,57.6,79.9,25.1,33.1,6.1,35.5,22.8
339,2010,4,18,158.5,40.0,84.1,25.0,32.8,6.2,34.5,22.5
340,2010,5,17,157.5,90.5,82.2,25.9,33.2,6.5,35.2,22.9
341,2010,6,19,240.5,43.0,83.9,25.2,31.4,5.1,33.5,23.0
342,2010,7,18,298.5,121.1,84.8,24.6,30.9,4.6,33.4,22.4
343,2010,8,16,158.4,60.2,84.2,24.6,31.2,5.4,33.1,22.0
344,2010,9,13,121.5,28.0,82.5,24.9,31.8,5.7,33.2,22.6
345,2010,10,17,166.2,58.1,82.3,25.1,31.7,4.2,34.1,22.6
346,2010,11,21,278.8,41.6,85.9,24.2,31.6,5.0,33.1,21.7
347,2010,12,14,181.4,85.8,85.3,23.9,30.8,3.6,33.6,22.3
348,2011,1,17,513.2,216.2,85.8,23.5,29.7,4.5,32.4,21.6
349,2011,2,8,23.0,17.4,81.1,24.1,31.7,7.5,33.5,23.2
350,2011,3,22,256.6,54.0,85.5,23.9,31.3,4.6,33.5,21.9
351,2011,4,12,217.8,61.8,83.9,24.6,31.9,7.2,33.1,21.4
352,2011,5,15,127.0,34.2,85.3,25.2,32.4,5.9,35.3,23.4
353,2011,6,15,213.0,82.0,83.7,25.2,31.3,5.0,33.1,22.2
354,2011,7,7,76.6,30.0,81.3,25.5,31.9,7.8,32.9,22.2
355,2011,8,13,81.4,30.2,82.6,25.6,31.0,6.1,32.5,23.3
356,2011,9,14,136.4,40.4,82.7,25.1,30.9,5.1,32.4,21.5
357,2011,10,20,216.8,54.0,87.4,24.7,31.0,5.3,32.5,22.5
358,2011,11,24,377.8,78.6,87.8,24.6,31.1,4.6,32.5,22.8
359,2011,12,21,284.6,87.4,88.4,24.5,29.9,3.3,32.3,22.8
360,2012,1,16,106.1,26.2,87.3,24.3,30.6,6.0,32.5,21.5
361,2012,2,11,83.6,38.4,85.6,24.8,31.1,7.0,32.9,22.7
362,2012,3,21,313.4,92.3,87.3,24.4,31.1,4.2,33.2,21.1
363,2012,4,20,260.6,48.4,85.1,24.8,31.4,5.8,32.9,21.9
364,2012,5,19,292.0,79.2,83.1,24.8,31.7,5.6,33.7,22.0
365,2012,6,8,53.0,38.2,79.0,26.3,31.6,6.0,32.7,22.8
366,2012,7,17,130.8,35.4,81.1,25.3,30.8,6.2,32.1,22.9
367,2012,8,12,119.0,31.0,79.8,25.4,31.0,6.1,32.7,23.1
368,2012,9,10,107.6,35.8,79.7,25.3,31.3,5.6,32.7,22.5
369,2012,10,13,122.2,22.6,81.3,25.2,31.7,5.9,33.1,23.5
370,2012,11,22,208.2,49.2,85.4,24.7,31.4,4.4,32.8,23.4
371,2012,12,22,363.4,78.8,87.0,24.4,30.6,3.6,32.2,22.2
372,2013,1,15,262.0,73.0,82.1,24.6,30.8,6.0,35.2,21.6
373,2013,2,22,395.2,95.2,86.9,24.3,30.1,4.0,32.5,21.5
374,2013,3,10,85.8,29.6,80.4,25.6,32.4,7.5,33.8,23.9
375,2013,4,19,159.4,41.6,82.7,25.3,32.1,5.2,34.9,22.1
376,2013,5,17,211.4,46.2,83.1,25.6,31.8,5.4,33.9,22.9
377,2013,6,12,111.4,22.4,74.6,25.9,32.6,6.4,34.5,22.6
378,2013,7,15,174.6,37.4,79.9,25.2,31.1,5.7,33.5,22.9
379,2013,8,15,165.6,43.2,79.0,25.1,31.0,6.1,32.8,21.6
380,2013,9,19,257.0,52.6,81.3,24.8,30.6,4.6,32.9,21.9
381,2013,10,19,285.4,139.8,79.9,24.6,31.4,6.3,33.2,20.9
382,2013,11,22,292.4,44.0,84.6,24.5,31.3,4.5,32.9,22.9
383,2013,12,21,348.2,119.8,85.8,24.1,30.2,3.5,33.7,21.2
384,2014,1,5,75.4,31.2,78.5,24.0,29.6,5.3,31.8,22.4
385,2014,2,1,0.2,0.2,74.5,24.5,31.9,8.8,33.8,22.4
386,2014,3,6,66.0,52.6,76.0,25.1,32.8,8.0,34.4,23.6
387,2014,4,17,110.0,28.8,80.0,25.5,32.4,5.7,34.5,22.8
388,2014,5,18,125.8,22.2,80.2,25.8,32.1,5.8,33.8,23.0
389,2014,6,11,71.4,18.8,77.5,26.3,32.1,6.0,33.6,23.0
390,2014,7,15,148.6,29.0,78.3,25.8,31.6,5.5,33.2,21.1
391,2014,8,20,241.0,44.2,79.7,25.2,30.4,4.5,31.9,22.0
392,2014,9,9,83.6,34.6,75.6,25.7,31.8,7.0,33.2,22.4
393,2014,10,10,120.0,32.8,77.0,25.7,32.1,6.0,34.1,24.0
394,2014,11,23,250.8,64.4,82.4,24.8,31.6,5.4,33.4,22.2
395,2014,12,17,245.6,48.2,82.6,24.7,30.6,3.7,33.6,22.4
396,2015,1,6,79.6,33.6,77.6,24.6,30.7,7.4,32.4,23.3
397,2015,2,6,18.8,10.8,75.4,24.4,31.3,7.3,33.6,23.1
398,2015,3,5,84.4,46.0,75.8,25.5,32.5,7.3,34.4,23.4
399,2015,4,13,73.2,18.8,77.1,25.9,33.2,7.2,34.4,24.0
400,2015,5,12,89.0,22.2,78.9,26.4,32.2,5.8,34.2,24.0
401,2015,6,10,95.8,28.4,75.8,26.6,32.0,6.7,34.3,24.2
402,2015,7,13,116.8,45.8,74.9,26.7,31.9,7.1,32.7,22.1
403,2015,8,11,185.8,63.2,76.7,26.0,31.2,6.1,33.1,22.6
404,2015,9,8,61.6,18.4,75.0,26.5,31.7,4.3,33.2,23.1
405,2015,10,9,87.2,28.6,75.4,26.1,32.2,4.7,33.6,21.9
406,2015,11,13,72.6,25.8,79.1,25.5,32.1,4.8,33.6,23.7
407,2015,12,19,302.3,40.4,81.1,25.0,31.5,5.3,33.1,22.5
408,2016,1,15,126.6,39.6,79.6,26.0,31.8,7.2,32.8,22.9
409,2016,2,10,186.0,71.8,78.8,25.6,31.1,6.5,32.7,23.3
410,2016,3,6,6.2,2.4,74.7,26.6,33.1,8.0,34.1,25.4
411,2016,4,14,89.8,18.2,75.6,26.7,33.4,7.0,35.0,25.3
412,2016,5,12,193.8,54.8,77.4,26.5,33.0,6.2,34.6,23.9
413,2016,6,13,162.8,67.8,77.7,26.1,31.6,5.4,33.4,22.5
414,2016,7,20,168.6,59.4,77.3,25.8,31.7,6.3,33.4,22.5
415,2016,8,15,139.2,30.6,74.0,26.2,31.8,6.7,33.8,22.1
416,2016,9,15,118.9,34.0,73.9,25.1,32.0,5.5,34.4,22.6
417,2016,10,16,181.0,75.4,72.0,25.2,32.1,4.6,34.6,21.6
418,2016,11,20,290.2,65.6,77.6,24.9,30.7,3.5,32.6,22.7
419,2016,12,23,292.6,73.0,72.8,24.7,31.6,5.1,33.6,23.0
420,2017,1,21,197.6,60.6,84.8,24.7,30.7,4.8,33.7,21.8
421,2017,2,15,158.4,31.0,83.2,24.7,30.7,7.1,32.4,22.6
422,2017,3,11,136.2,30.2,82.5,24.9,31.1,6.1,33.3,22.9
423,2017,4,21,208.6,42.8,83.5,25.0,31.8,5.3,34.4,22.8
424,2017,5,15,190.0,44.8,82.8,25.9,31.4,5.9,32.8,23.6
425,2017,6,10,106.0,29.6,80.2,25.9,31.6,6.3,33.0,22.2
426,2017,7,9,79.6,30.2,79.6,26.0,31.0,7.0,32.4,23.5
427,2017,8,18,84.2,29.4,79.9,25.9,31.0,6.1,33.0,23.7
428,2017,9,19,124.4,20.2,81.0,25.4,31.2,5.7,32.4,22.3
429,2017,10,18,120.8,31.2,82.5,25.3,31.6,5.5,34.6,23.5
430,2017,11,24,268.6,45.2,86.3,24.6,30.8,4.2,32.5,23.1
431,2017,12,23,371.2,69.8,85.2,24.6,30.8,5.6,33.5,23.2
432,2018,1,25,287.0,45.8,86.6,24.0,29.8,4.1,33.2,21.3
433,2018,2,5,14.8,13.0,77.2,24.8,31.2,8.0,33.5,23.5
434,2018,3,10,44.6,15.2,78.4,25.4,32.4,6.4,34.2,23.6
435,2018,4,14,61.2,14.0,78.5,25.8,33.2,6.8,35.0,22.6
436,2018,5,19,132.2,47.4,79.0,26.2,32.4,5.8,34.2,23.6
437,2018,6,17,182.6,46.8,79.3,25.6,31.3,4.1,33.4,22.9
438,2018,7,10,143.2,32.4,77.7,26.0,31.3,6.1,33.0,21.9
439,2018,8,11,121.6,34.6,77.0,26.1,31.7,6.7,33.2,21.9
440,2018,9,13,144.4,45.0,77.1,25.3,31.2,6.0,33.0,21.4
441,2018,10,18,234.4,60.6,79.7,25.2,31.9,6.1,34.5,22.5
442,2018,11,27,169.6,20.6,83.2,24.6,31.0,3.8,33.4,22.4
443,2018,12,19,172.6,43.8,81.5,25.3,31.6,5.1,33.8,23.6
444,2019,1,9,63.6,38.2,75.6,25.6,31.7,7.1,33.4,23.5
445,2019,2,5,31.6,13.4,74.1,25.4,32.8,9.2,34.1,21.9
446,2019,3,6,72.2,29.0,72.3,25.6,33.5,8.3,34.8,22.3
447,2019,4,9,174.8,52.4,77.6,25.9,32.7,5.9,34.5,22.7
448,2019,5,13,69.0,17.2,79.2,26.5,32.7,7.0,34.7,22.8
449,2019,6,16,173.8,37.6,79.5,26.1,31.3,5.3,33.0,23.3
450,2019,7,8,12.2,6.6,75.2,26.9,32.1,7.5,33.4,23.9
451,2019,8,6,11.8,3.8,72.1,27.1,32.7,7.6,34.0,24.5
452,2019,9,4,22.8,16.4,73.0,26.6,33.0,6.7,34.3,22.9
453,2019,10,15,176.8,92.2,78.1,25.3,32.7,6.5,34.4,22.9
454,2019,11,15,137.4,73.4,79.2,25.4,32.3,5.5,34.4,22.9
455,2019,12,14,421.5,74.2,83.9,24.6,30.1,4.8,32.3,22.7
456,2020,1,6,88.4,38.0,77.9,25.2,31.7,7.1,32.8,23.8
457,2020,2,8,65.0,23.8,76.0,25.3,31.7,8.3,33.1,23.7
458,2020,3,8,108.8,47.4,75.2,25.9,32.9,7.6,34.0,24.1
459,2020,4,12,188.0,51.8,76.4,26.0,33.0,7.1,34.6,23.8
460,2020,5,16,255.6,53.8,79.1,26.1,32.2,5.7,34.5,23.6
461,2020,6,21,233.8,41.0,80.2,25.5,31.0,4.3,33.0,23.7
462,2020,7,22,140.8,30.4,78.2,25.5,31.0,5.7,32.5,23.7
463,2020,8,12,103.4,34.6,76.8,25.9,31.4,6.4,33.0,22.5
464,2020,9,18,150.2,32.8,79.0,24.9,31.0,4.8,33.2,21.9
465,2020,10,16,78.8,19.0,75.4,25.6,31.6,4.3,34.1,22.2
466,2020,11,19,220.6,64.2,81.7,25.0,31.0,4.0,33.4,23.3
467,2020,12,20,253.2,58.2,81.1,24.5,31.5,5.2,33.5,23.0
468,2021,1,17,692.8,210.6,82.6,23.8,29.1,4.2,31.6,21.7
469,2021,2,2,1.0,0.6,73.8,24.8,31.6,8.2,33.7,23.7
470,2021,3,14,182.4,38.0,76.6,25.0,32.8,7.3,34.2,23.0
471,2021,4,14,290.4,83.8,77.4,25.3,32.4,6.8,34.7,23.1
472,2021,5,13,245.8,49.8,79.3,26.0,32.1,6.0,33.6,22.9
473,2021,6,20,93.4,23.8,77.8,25.6,32.1,6.5,33.7,23.4
474,2021,7,12,195.8,75.0,76.5,26.2,31.8,6.8,33.4,23.2
475,2021,8,24,293.6,71.4,80.4,24.8,31.0,4.8,32.9,21.9
476,2021,9,14,205.4,63.4,77.3,25.6,31.7,6.4,33.3,22.5
477,2021,10,14,177.0,59.6,78.3,25.8,32.2,6.2,33.8,23.2
478,2021,11,23,312.4,47.8,81.7,24.8,31.8,4.9,33.9,22.8
479,2021,12,15,119.6,46.8,79.7,25.4,31.4,5.4,33.9,22.9
480,2022,1,9,99.8,50.0,77.4,24.9,31.6,8.3,33.1,23.2
481,2022,2,16,175.0,29.6,80.3,24.8,31.2,5.9,33.6,22.6
482,2022,3,21,163.2,36.2,79.2,25.1,32.7,6.4,34.2,23.0
483,2022,4,18,239.6,58.8,80.0,25.1,32.1,5.2,34.0,23.1
484,2022,5,12,102.0,44.6,76.5,26.2,32.9,6.7,35.4,23.5
485,2022,6,17,211.8,59.4,79.1,25.3,31.1,4.7,33.6,22.9
486,2022,7,16,145.2,27.8,76.8,25.8,31.7,6.2,32.9,22.2
487,2022,8,15,141.4,32.4,77.4,25.8,31.2,5.5,33.2,23.7
